Dendrometer,Treatment,Date,Hour,Air temperature (°C),Perimeter (mm)
P4A13,Irrigated,09-03-2015,22,12.58203125,44.7941693819999
P4A13,Irrigated,09-03-2015,23,12.49609375,44.7912625829999
P4A13,Irrigated,10-03-2015,0,11.9921875,44.7902936499999
P4A13,Irrigated,10-03-2015,1,11.95703125,44.7922315159999
P4A13,Irrigated,10-03-2015,2,11.76171875,44.7980412999999
P4A13,Irrigated,10-03-2015,3,11.89453125,44.8067578829999
P4A13,Irrigated,10-03-2015,4,11.3515625,44.8106298009999
P4A13,Irrigated,10-03-2015,5,10.66015625,44.8164395849999
P4A13,Irrigated,10-03-2015,6,10.3984375,44.8338689369999
P4A13,Irrigated,10-03-2015,7,9.22265625,44.8396787209999
P4A13,Irrigated,10-03-2015,8,9.9921875,44.8396787209999
P4A13,Irrigated,10-03-2015,9,21.2265625,44.8435544529999
P4A13,Irrigated,10-03-2015,10,31.2578125,44.8522672219999
P4A13,Irrigated,10-03-2015,11,27.140625,44.8735723059999
P4A13,Irrigated,10-03-2015,12,25.17578125,44.8658246559999
P4A13,Irrigated,10-03-2015,13,27.83984375,44.8648557229999
P4A13,Irrigated,10-03-2015,14,24.01171875,44.8580770059999
P4A13,Irrigated,10-03-2015,15,25.02734375,44.8542050879999
P4A13,Irrigated,10-03-2015,16,25.01171875,44.8464574379999
P4A13,Irrigated,10-03-2015,17,25.11328125,44.8483953039999
P4A13,Irrigated,10-03-2015,18,27.0625,44.8454885049999
P4A13,Irrigated,10-03-2015,19,18.6875,44.8454885049999
P4A13,Irrigated,10-03-2015,20,15.671875,44.8435544529999
P4A13,Irrigated,10-03-2015,21,13.66015625,44.8425855199999
P4A13,Irrigated,10-03-2015,22,13.4609375,44.8425855199999
P4A13,Irrigated,10-03-2015,23,12.8125,44.8435544529999
P4A13,Irrigated,11-03-2015,0,12.3984375,44.8425855199999
P4A13,Irrigated,11-03-2015,1,11.70703125,44.8435544529999
P4A13,Irrigated,11-03-2015,2,12.359375,44.8445233859999
P4A13,Irrigated,11-03-2015,3,11.0859375,44.8435544529999
P4A13,Irrigated,11-03-2015,4,10.53515625,44.8445233859999
P4A13,Irrigated,11-03-2015,5,10.61328125,44.8503331699999
P4A13,Irrigated,11-03-2015,6,10.58203125,44.8609838049999
P4A13,Irrigated,11-03-2015,7,10.26171875,44.8677625219999
P4A13,Irrigated,11-03-2015,8,11.69140625,44.8745412389999
P4A13,Irrigated,11-03-2015,9,22.7890625,44.9026212259999
P4A13,Irrigated,11-03-2015,10,35.171875,44.9539441629999
P4A13,Irrigated,11-03-2015,11,28.86328125,44.9810590309999
P4A13,Irrigated,11-03-2015,12,25.4375,44.9829930829999
P4A13,Irrigated,11-03-2015,13,26.7734375,44.9713735149999
P4A13,Irrigated,11-03-2015,14,26.75,44.9597539469999
P4A13,Irrigated,11-03-2015,15,24.26171875,44.9442586469999
P4A13,Irrigated,11-03-2015,16,21.12890625,44.9142407939999
P4A13,Irrigated,11-03-2015,17,21.88671875,44.9152097269999
P4A13,Irrigated,11-03-2015,18,23.921875,44.9142407939999
P4A13,Irrigated,11-03-2015,19,17.9375,44.9064969589999
P4A13,Irrigated,11-03-2015,20,15.44921875,44.8822850749999
P4A13,Irrigated,11-03-2015,21,13.9140625,44.8696965739999
P4A13,Irrigated,11-03-2015,22,13.625,44.8851918739999
P4A13,Irrigated,11-03-2015,23,13.53515625,44.8968114419999
P4A13,Irrigated,12-03-2015,0,12.921875,44.9035901589999
P4A13,Irrigated,12-03-2015,1,12.3046875,44.9093999429999
P4A13,Irrigated,12-03-2015,2,11.87890625,44.9210195109999
P4A13,Irrigated,12-03-2015,3,10.75,44.9403867289999
P4A13,Irrigated,12-03-2015,4,10.55859375,44.9568471479999
P4A13,Irrigated,12-03-2015,5,11.23828125,44.9733113809999
P4A13,Irrigated,12-03-2015,6,11.38671875,44.9810590309999
P4A13,Irrigated,12-03-2015,7,10.984375,44.9800900979999
P4A13,Irrigated,12-03-2015,8,10.2421875,45.0207585859999
P4A13,Irrigated,12-03-2015,9,13.5234375,45.0449666549999
P4A13,Irrigated,12-03-2015,10,28.4453125,45.0120458179999
P4A13,Irrigated,12-03-2015,11,25.2421875,45.0575551559999
P4A13,Irrigated,12-03-2015,12,24.26171875,45.0517453719999
P4A13,Irrigated,12-03-2015,13,22.36328125,45.0469045209999
P4A13,Irrigated,12-03-2015,14,23.8203125,45.0304441019999
P4A13,Irrigated,12-03-2015,15,25.3046875,45.0333470869999
P4A13,Irrigated,12-03-2015,16,24.18359375,45.0120458169999
P4A13,Irrigated,12-03-2015,17,25.3046875,45.0081700849999
P4A13,Irrigated,12-03-2015,18,26.5078125,45.0236653849999
P4A13,Irrigated,12-03-2015,19,19.4296875,45.0139798689999
P4A13,Irrigated,12-03-2015,20,15.97265625,45.0023603009999
P4A13,Irrigated,12-03-2015,21,14.8203125,45.0023603009999
P4A13,Irrigated,12-03-2015,22,13.46484375,45.0013913679999
P4A13,Irrigated,12-03-2015,23,13.1953125,45.0033292339999
P4A13,Irrigated,13-03-2015,0,12.671875,45.0130109359999
P4A13,Irrigated,13-03-2015,1,12.234375,45.0207585859999
P4A13,Irrigated,13-03-2015,2,12.12890625,45.0323781539999
P4A13,Irrigated,13-03-2015,3,11.73828125,45.0401258039999
P4A13,Irrigated,13-03-2015,4,11.1875,45.0488423869999
P4A13,Irrigated,13-03-2015,5,10.26171875,45.0478734539999
P4A13,Irrigated,13-03-2015,6,9.60546875,45.0565862229999
P4A13,Irrigated,13-03-2015,7,8.83984375,45.0633649399999
P4A13,Irrigated,13-03-2015,8,8.90234375,45.0691747239999
P4A13,Irrigated,13-03-2015,9,21.44140625,45.0856389569999
P4A13,Irrigated,13-03-2015,10,29.6640625,45.0846700239999
P4A13,Irrigated,13-03-2015,11,27.4609375,45.0962895919999
P4A13,Irrigated,13-03-2015,12,27.30078125,45.0924176739999
P4A13,Irrigated,13-03-2015,13,26.546875,45.0885419419999
P4A13,Irrigated,13-03-2015,14,25.328125,45.0827321579999
P4A13,Irrigated,13-03-2015,15,24.625,45.0623960069999
P4A13,Irrigated,13-03-2015,16,24.375,45.0401258039999
P4A13,Irrigated,13-03-2015,17,24.91015625,45.0091390179999
P4A13,Irrigated,13-03-2015,18,25.1640625,45.0430326029999
P4A13,Irrigated,13-03-2015,19,18.90625,45.0159177349999
P4A13,Irrigated,13-03-2015,20,17.63671875,45.0101079509999
P4A13,Irrigated,13-03-2015,21,15.703125,45.0120458169999
P4A13,Irrigated,13-03-2015,22,14.44140625,45.0168866679999
P4A13,Irrigated,13-03-2015,23,13.05078125,45.0217275189999
P4A13,Irrigated,14-03-2015,0,12.2265625,45.0343160199999
P4A13,Irrigated,14-03-2015,1,11.265625,45.0420636699999
P4A13,Irrigated,14-03-2015,2,10.61328125,45.0488423869999
P4A13,Irrigated,14-03-2015,3,9.703125,45.0565862219999
P4A13,Irrigated,14-03-2015,4,10.63671875,45.0478734529999
P4A13,Irrigated,14-03-2015,5,12.54296875,45.0565862219999
P4A13,Irrigated,14-03-2015,6,11.953125,45.0623960059999
P4A13,Irrigated,14-03-2015,7,11.6640625,45.0614308879999
P4A13,Irrigated,14-03-2015,8,10.8984375,45.0778913069999
P4A13,Irrigated,14-03-2015,9,22.01171875,45.0885419419999
P4A13,Irrigated,14-03-2015,10,30.9375,45.0991925769999
P4A13,Irrigated,14-03-2015,11,25.44140625,45.1001615099999
P4A13,Irrigated,14-03-2015,12,25.3671875,45.1030683089999
P4A13,Irrigated,14-03-2015,13,26.4453125,45.0991925769999
P4A13,Irrigated,14-03-2015,14,23.8671875,45.0875730089999
P4A13,Irrigated,14-03-2015,15,22.7421875,45.0798291739999
P4A13,Irrigated,14-03-2015,16,22.28515625,45.0740193899999
P4A13,Irrigated,14-03-2015,17,22.69921875,45.0711125909999
P4A13,Irrigated,14-03-2015,18,25.07421875,45.0730504569999
P4A13,Irrigated,14-03-2015,19,17.80859375,45.0662717399999
P4A13,Irrigated,14-03-2015,20,15.04296875,45.0604619559999
P4A13,Irrigated,14-03-2015,21,12.35546875,45.0517453729999
P4A13,Irrigated,14-03-2015,22,11.2890625,45.0556211049999
P4A13,Irrigated,14-03-2015,23,10.63671875,45.0643338739999
P4A13,Irrigated,15-03-2015,0,9.89453125,45.0633649409999
P4A13,Irrigated,15-03-2015,1,9.00390625,45.0623960079999
P4A13,Irrigated,15-03-2015,2,7.99609375,45.0682057919999
P4A13,Irrigated,15-03-2015,3,7.16796875,45.0720815239999
P4A13,Irrigated,15-03-2015,4,6.296875,45.0778913079999
P4A13,Irrigated,15-03-2015,5,6.40234375,45.0807942929999
P4A13,Irrigated,15-03-2015,6,5.125,45.0807942929999
P4A13,Irrigated,15-03-2015,7,4.875,45.1476125299999
P4A13,Irrigated,15-03-2015,8,4.94140625,45.1669797479999
P4A13,Irrigated,15-03-2015,9,18.2734375,45.1553563649999
P4A13,Irrigated,15-03-2015,10,30.64453125,45.1756925159999
P4A13,Irrigated,15-03-2015,11,28.1171875,45.2076482349999
P4A13,Irrigated,15-03-2015,12,26.44921875,45.2047414359999
P4A13,Irrigated,15-03-2015,13,24.6015625,45.2076482349999
P4A13,Irrigated,15-03-2015,14,24.09375,45.1892499499999
P4A13,Irrigated,15-03-2015,15,23.81640625,45.1834401659999
P4A13,Irrigated,15-03-2015,16,23.00390625,45.1853780319999
P4A13,Irrigated,15-03-2015,17,23.84375,45.1940908009999
P4A13,Irrigated,15-03-2015,18,25.60546875,45.1776303819999
P4A13,Irrigated,15-03-2015,19,17.33203125,45.1727895309999
P4A13,Irrigated,15-03-2015,20,13.80078125,45.1911878159999
P4A13,Irrigated,15-03-2015,21,12.00390625,45.1834401659999
P4A13,Irrigated,15-03-2015,22,11.34765625,45.1863431509999
P4A13,Irrigated,15-03-2015,23,10.5234375,45.1960286669999
P4A13,Irrigated,16-03-2015,0,10.09765625,45.1999005849999
P4A13,Irrigated,16-03-2015,1,9.7890625,45.2018384509999
P4A13,Irrigated,16-03-2015,2,9.8828125,45.2018384509999
P4A13,Irrigated,16-03-2015,3,8.671875,45.2028073839999
P4A13,Irrigated,16-03-2015,4,7.71484375,45.2018384509999
P4A13,Irrigated,16-03-2015,5,8.1796875,45.2018384509999
P4A13,Irrigated,16-03-2015,6,7.71875,45.2047414359999
P4A13,Irrigated,16-03-2015,7,7.28125,45.2037763179999
P4A13,Irrigated,16-03-2015,8,6.44921875,45.2299184379999
P4A13,Irrigated,16-03-2015,9,20.25390625,45.2454137379999
P4A13,Irrigated,16-03-2015,10,30.578125,45.2802724419999
P4A13,Irrigated,16-03-2015,11,26.1796875,45.3190068779999
P4A13,Irrigated,16-03-2015,12,20.98828125,45.3170690119999
P4A13,Irrigated,16-03-2015,13,20.42578125,45.3161038939999
P4A13,Irrigated,16-03-2015,14,19.89453125,45.3151349609999
P4A13,Irrigated,16-03-2015,15,19.80859375,45.3083562439999
P4A13,Irrigated,16-03-2015,16,19.4453125,45.3015775269999
P4A13,Irrigated,16-03-2015,17,18.33984375,45.2986707279999
P4A13,Irrigated,16-03-2015,18,18.48046875,45.2977017949999
P4A13,Irrigated,16-03-2015,19,16.19140625,45.2947988099999
P4A13,Irrigated,16-03-2015,20,14.66796875,45.2870511599999
P4A13,Irrigated,16-03-2015,21,14.328125,45.2909268919999
P4A13,Irrigated,16-03-2015,22,13.30078125,45.2977017939999
P4A13,Irrigated,16-03-2015,23,13.40234375,45.3083562429999
P4A13,Irrigated,17-03-2015,0,13.0234375,45.3170690119999
P4A13,Irrigated,17-03-2015,1,12.41015625,45.3219136779999
P4A13,Irrigated,17-03-2015,2,11.95703125,45.3306264469999
P4A13,Irrigated,17-03-2015,3,11.40234375,45.3248166629999
P4A13,Irrigated,17-03-2015,4,10.5078125,45.3345021789999
P4A13,Irrigated,17-03-2015,5,9.56640625,45.3441838809999
P4A13,Irrigated,17-03-2015,6,9.19921875,45.3703298159999
P4A13,Irrigated,17-03-2015,7,8.97265625,45.3800115179999
P4A13,Irrigated,17-03-2015,8,8.5,45.4013166019999
P4A13,Irrigated,17-03-2015,9,15.94140625,45.3867902349999
P4A13,Irrigated,17-03-2015,10,27.07421875,45.4071263859999
P4A13,Irrigated,17-03-2015,11,25.2890625,45.4197148869999
P4A13,Irrigated,17-03-2015,12,22.6484375,45.4197148869999
P4A13,Irrigated,17-03-2015,13,23.73046875,45.4148740359999
P4A13,Irrigated,17-03-2015,14,23.90625,45.4139051029999
P4A13,Irrigated,17-03-2015,15,20.83984375,45.4119672369999
P4A13,Irrigated,17-03-2015,16,19.66796875,45.4042195869999
P4A13,Irrigated,17-03-2015,17,21.7109375,45.4042195869999
P4A13,Irrigated,17-03-2015,18,19.359375,45.4061574529999
P4A13,Irrigated,17-03-2015,19,14.5078125,45.4090642519999
P4A13,Irrigated,17-03-2015,20,13.69140625,45.4109983039999
P4A13,Irrigated,17-03-2015,21,13.046875,45.4177770209999
P4A13,Irrigated,17-03-2015,22,12.55859375,45.4235868049999
P4A13,Irrigated,17-03-2015,23,11.66796875,45.4226178719999
P4A13,Irrigated,18-03-2015,0,11.69921875,45.4187459539999
P4A13,Irrigated,18-03-2015,1,11.4296875,45.4206838199999
P4A13,Irrigated,18-03-2015,2,11.69140625,45.4216527529999
P4A13,Irrigated,18-03-2015,3,10.97265625,45.4313344549999
P4A13,Irrigated,18-03-2015,4,10.6953125,45.4293965889999
P4A13,Irrigated,18-03-2015,5,10.98828125,45.4342374399999
P4A13,Irrigated,18-03-2015,6,10.6640625,45.4516706069999
P4A13,Irrigated,18-03-2015,7,11.32421875,45.4807195269999
P4A13,Irrigated,18-03-2015,8,11.65625,45.5010556779999
P4A13,Irrigated,18-03-2015,9,12.12890625,45.5843305189999
P4A13,Irrigated,18-03-2015,10,25.4375,45.5949849679999
P4A13,Irrigated,18-03-2015,11,23.96875,45.6075734689999
P4A13,Irrigated,18-03-2015,12,19.03515625,45.6075734689999
P4A13,Irrigated,18-03-2015,13,20.22265625,45.6066045359999
P4A13,Irrigated,18-03-2015,14,19.82421875,45.6056356029999
P4A13,Irrigated,18-03-2015,15,19.16796875,45.6056356029999
P4A13,Irrigated,18-03-2015,16,19.28515625,45.6046666699999
P4A13,Irrigated,18-03-2015,17,23.515625,45.6133832529999
P4A13,Irrigated,18-03-2015,18,25.44140625,45.6153173049999
P4A13,Irrigated,18-03-2015,19,17.5078125,45.6075734699999
P4A13,Irrigated,18-03-2015,20,15.26171875,45.6046666709999
P4A13,Irrigated,18-03-2015,21,13.5,45.6017598719999
P4A13,Irrigated,18-03-2015,22,12.85546875,45.6007947539999
P4A13,Irrigated,18-03-2015,23,12.66015625,45.6046666719999
P4A13,Irrigated,19-03-2015,0,12.46875,45.6046666719999
P4A13,Irrigated,19-03-2015,1,11.96875,45.6095075229999
P4A13,Irrigated,19-03-2015,2,11.8125,45.6124143219999
P4A13,Irrigated,19-03-2015,3,11.75390625,45.6162862399999
P4A13,Irrigated,19-03-2015,4,11.875,45.6220960239999
P4A13,Irrigated,19-03-2015,5,12.54296875,45.6298436739999
P4A13,Irrigated,19-03-2015,6,11.22265625,45.6540517429999
P4A13,Irrigated,19-03-2015,7,10.2734375,45.6869763949999
P4A13,Irrigated,19-03-2015,8,10.09765625,45.7053746799999
P4A13,Irrigated,19-03-2015,9,11.53125,45.7208661659999
P4A13,Irrigated,19-03-2015,10,25.640625,45.7373303989999
P4A13,Irrigated,19-03-2015,11,23.4921875,45.7441091159999
P4A13,Irrigated,19-03-2015,12,21.078125,45.7441091159999
P4A13,Irrigated,19-03-2015,13,22.51171875,45.7421712499999
P4A13,Irrigated,19-03-2015,14,22.3828125,45.7324857339999
P4A13,Irrigated,19-03-2015,15,23.34375,45.7237729649999
P4A13,Irrigated,19-03-2015,16,23.16796875,45.7218350989999
P4A13,Irrigated,19-03-2015,17,25.93359375,45.7179631809999
P4A13,Irrigated,19-03-2015,18,25.79296875,45.7257070159999
P4A13,Irrigated,19-03-2015,19,18.87109375,45.7034368129999
P4A13,Irrigated,19-03-2015,20,16.06640625,45.6995648949999
P4A13,Irrigated,19-03-2015,21,13.91796875,45.6879453269999
P4A13,Irrigated,19-03-2015,22,13.85546875,45.6860074609999
P4A13,Irrigated,19-03-2015,23,13.59765625,45.6889104459999
P4A13,Irrigated,20-03-2015,0,12.97265625,45.6927861779999
P4A13,Irrigated,20-03-2015,1,12.62890625,45.6976270289999
P4A13,Irrigated,20-03-2015,2,11.578125,45.7005338279999
P4A13,Irrigated,20-03-2015,3,10.55078125,45.6995648949999
P4A13,Irrigated,20-03-2015,4,10.296875,45.7092465969999
P4A13,Irrigated,20-03-2015,5,10.84765625,45.7160253139999
P4A13,Irrigated,20-03-2015,6,12.85546875,45.7218350979999
P4A13,Irrigated,20-03-2015,7,13.87890625,45.7228040309999
P4A13,Irrigated,20-03-2015,8,12.66015625,45.7324857329999
P4A13,Irrigated,20-03-2015,9,20.296875,45.7324857329999
P4A13,Irrigated,20-03-2015,10,31.7421875,45.7547597499999
P4A13,Irrigated,20-03-2015,11,31.4375,45.7625073999999
P4A13,Irrigated,20-03-2015,12,30.78515625,45.7450742329999
P4A13,Irrigated,20-03-2015,13,36.12890625,45.7412023149999
P4A13,Irrigated,20-03-2015,14,33.90234375,45.7547597489999
P4A13,Irrigated,20-03-2015,15,33.23828125,45.7363614639999
P4A13,Irrigated,20-03-2015,16,32.4921875,45.7286138139999
P4A13,Irrigated,20-03-2015,17,37.20703125,45.7218350969999
P4A13,Irrigated,20-03-2015,18,34.06640625,45.7053746779999
P4A13,Irrigated,20-03-2015,19,27.26171875,45.6801976759999
P4A13,Irrigated,20-03-2015,20,22.84765625,45.6414632399999
P4A13,Irrigated,20-03-2015,21,20.6171875,45.6279058059999
P4A13,Irrigated,20-03-2015,22,21.02734375,45.6308126049999
P4A13,Irrigated,20-03-2015,23,19.484375,45.6385602549999
P4A13,Irrigated,21-03-2015,0,19.12890625,45.6463040899999
P4A13,Irrigated,21-03-2015,1,19.28125,45.6627683229999
P4A13,Irrigated,21-03-2015,2,18.5390625,45.6772908749999
P4A13,Irrigated,21-03-2015,3,17.4765625,45.6821355409999
P4A13,Irrigated,21-03-2015,4,16.984375,45.6937551089999
P4A13,Irrigated,21-03-2015,5,16.46484375,45.6976270269999
P4A13,Irrigated,21-03-2015,6,18.13671875,45.6985959599999
P4A13,Irrigated,21-03-2015,7,17.5234375,45.7024678779999
P4A13,Irrigated,21-03-2015,8,18.58203125,45.7034368109999
P4A13,Irrigated,21-03-2015,9,28.16015625,45.7111844609999
P4A13,Irrigated,21-03-2015,10,34.2734375,45.7266759469999
P4A13,Irrigated,21-03-2015,11,24.4453125,45.7305516789999
P4A13,Irrigated,21-03-2015,12,25.08984375,45.7266759469999
P4A13,Irrigated,21-03-2015,13,30.15625,45.7073087289999
P4A13,Irrigated,21-03-2015,14,23.71875,45.6985959599999
P4A13,Irrigated,21-03-2015,15,24.05859375,45.6821355409999
P4A13,Irrigated,21-03-2015,16,23.1796875,45.6346845219999
P4A13,Irrigated,21-03-2015,17,25.26171875,45.6279058049999
P4A13,Irrigated,21-03-2015,18,22.3515625,45.6230649539999
P4A13,Irrigated,21-03-2015,19,18.9453125,45.6201619689999
P4A13,Irrigated,21-03-2015,20,18.06640625,45.6220960209999
P4A13,Irrigated,21-03-2015,21,17.890625,45.6298436709999
P4A13,Irrigated,21-03-2015,22,18.05078125,45.6443700379999
P4A13,Irrigated,21-03-2015,23,17.07421875,45.6705121579999
P4A13,Irrigated,22-03-2015,0,16.4375,45.6801976739999
P4A13,Irrigated,22-03-2015,1,16.15234375,45.6947202259999
P4A13,Irrigated,22-03-2015,2,15.3515625,45.7044057419999
P4A13,Irrigated,22-03-2015,3,14.79296875,45.7228040269999
P4A13,Irrigated,22-03-2015,4,13.55078125,45.7334546619999
P4A13,Irrigated,22-03-2015,5,12.71875,45.7402333789999
P4A13,Irrigated,22-03-2015,6,12.28515625,45.7528218799999
P4A13,Irrigated,22-03-2015,7,11.78125,45.7799367479999
P4A13,Irrigated,22-03-2015,8,12.46875,45.8012380179999
P4A13,Irrigated,22-03-2015,9,19.53125,45.8118924669999
P4A13,Irrigated,22-03-2015,10,27.6015625,45.8177022509999
P4A13,Irrigated,22-03-2015,11,28.48046875,45.8186673689999
P4A13,Irrigated,22-03-2015,12,24.625,45.8215741679999
P4A13,Irrigated,22-03-2015,13,32.26953125,45.8196363019999
P4A13,Irrigated,22-03-2015,14,23.97265625,45.8167333169999
P4A13,Irrigated,22-03-2015,15,22.38671875,45.8118924659999
P4A13,Irrigated,22-03-2015,16,22.36328125,45.8089856669999
P4A13,Irrigated,22-03-2015,17,22.1484375,45.8109235329999
P4A13,Irrigated,22-03-2015,18,20.875,45.8099545999999
P4A13,Irrigated,22-03-2015,19,19.08984375,45.8070478009999
P4A13,Irrigated,22-03-2015,20,17.14453125,45.8051137489999
P4A13,Irrigated,22-03-2015,21,17.1484375,45.8051137489999
P4A13,Irrigated,22-03-2015,22,17.3828125,45.8070478009999
P4A13,Irrigated,22-03-2015,23,17.3828125,45.8099545999999
P4A13,Irrigated,23-03-2015,0,15.9609375,45.8167333169999
P4A13,Irrigated,23-03-2015,1,14.59765625,45.8196363019999
P4A13,Irrigated,23-03-2015,2,13.73828125,45.8235120339999
P4A13,Irrigated,23-03-2015,3,13.3984375,45.8225431009999
P4A13,Irrigated,23-03-2015,4,12.95703125,45.8254460859999
P4A13,Irrigated,23-03-2015,5,13.41015625,45.8351316019999
P4A13,Irrigated,23-03-2015,6,13.69140625,45.8390035199999
P4A13,Irrigated,23-03-2015,7,14.484375,45.8825788069999
P4A13,Irrigated,23-03-2015,8,14.93359375,45.8980741069999
P4A13,Irrigated,23-03-2015,9,16.10546875,45.9106626079999
P4A13,Irrigated,23-03-2015,10,17.84765625,45.9193753769999
P4A13,Irrigated,23-03-2015,11,19.78515625,45.9193753769999
P4A13,Irrigated,23-03-2015,12,22.47265625,45.9271230269999
P4A13,Irrigated,23-03-2015,13,23.4296875,45.9251851609999
P4A13,Irrigated,23-03-2015,14,22.72265625,45.9222821759999
P4A13,Irrigated,23-03-2015,15,23.34375,45.9242162279999
P4A13,Irrigated,23-03-2015,16,23.13671875,45.9174413259999
P4A13,Irrigated,23-03-2015,17,22.3203125,45.9116315419999
P4A13,Irrigated,23-03-2015,18,19.72265625,45.9135655939999
P4A13,Irrigated,23-03-2015,19,18.44140625,45.9116315419999
P4A13,Irrigated,23-03-2015,20,17.40625,45.9106626089999
P4A13,Irrigated,23-03-2015,21,16.5703125,45.9125966609999
P4A13,Irrigated,23-03-2015,22,16.31640625,45.9135655939999
P4A13,Irrigated,23-03-2015,23,16.32421875,45.9164723929999
P4A13,Irrigated,24-03-2015,0,16.0859375,45.9232511099999
P4A13,Irrigated,24-03-2015,1,15.55859375,45.9251851619999
P4A13,Irrigated,24-03-2015,2,15.80078125,45.9280919609999
P4A13,Irrigated,24-03-2015,3,16.0390625,45.9329328119999
P4A13,Irrigated,24-03-2015,4,16.23046875,45.9348706779999
P4A13,Irrigated,24-03-2015,5,16.0234375,45.9639195979999
P4A13,Irrigated,24-03-2015,6,16.21484375,45.9774770319999
P4A13,Irrigated,24-03-2015,7,16.32421875,45.9871587339999
P4A13,Irrigated,24-03-2015,8,16.31640625,46.0026540339999
P4A13,Irrigated,24-03-2015,9,17.0703125,46.0249242369999
P4A13,Irrigated,24-03-2015,10,17.55078125,46.0307340209999
P4A13,Irrigated,24-03-2015,11,19.08203125,46.0326718869999
P4A13,Irrigated,24-03-2015,12,20.50390625,46.0346097529999
P4A13,Irrigated,24-03-2015,13,27.63671875,46.0559110229999
P4A13,Irrigated,24-03-2015,14,22.7890625,46.0471982539999
P4A13,Irrigated,24-03-2015,15,19.9765625,46.0394506039999
P4A13,Irrigated,24-03-2015,16,18.171875,46.0433225219999
P4A13,Irrigated,24-03-2015,17,19.32421875,46.0394506039999
P4A13,Irrigated,24-03-2015,18,22.71484375,46.0394506039999
P4A13,Irrigated,24-03-2015,19,19.44140625,46.0384816709999
P4A13,Irrigated,24-03-2015,20,17.671875,46.0423535889999
P4A13,Irrigated,24-03-2015,21,17.234375,46.0452603879999
P4A13,Irrigated,24-03-2015,22,17.13671875,46.0433225219999
P4A13,Irrigated,24-03-2015,23,17.484375,46.0442914549999
P4A13,Irrigated,25-03-2015,0,16.93359375,46.0491323059999
P4A13,Irrigated,25-03-2015,1,16.6640625,46.0510701719999
P4A13,Irrigated,25-03-2015,2,15.953125,46.0597867549999
P4A13,Irrigated,25-03-2015,3,15.17578125,46.0636586729999
P4A13,Irrigated,25-03-2015,4,14.859375,46.0733403749999
P4A13,Irrigated,25-03-2015,5,15.2578125,46.0888356749999
P4A13,Irrigated,25-03-2015,6,14.87890625,46.1304730959999
P4A13,Irrigated,25-03-2015,7,14.4921875,46.1459683959999
P4A13,Irrigated,25-03-2015,8,14.2265625,46.1653356139999
P4A13,Irrigated,25-03-2015,9,14.59765625,46.1924466669999
P4A13,Irrigated,25-03-2015,10,17.6328125,46.2253713189999
P4A13,Irrigated,25-03-2015,11,25.62109375,46.2708844719999
P4A13,Irrigated,25-03-2015,12,25.4453125,46.2844380909999
P4A13,Irrigated,25-03-2015,13,25.125,46.2670087389999
P4A13,Irrigated,25-03-2015,14,25.0390625,46.2457074689999
P4A13,Irrigated,25-03-2015,15,24.24609375,46.2398976849999
P4A13,Irrigated,25-03-2015,16,25.13671875,46.2379598189999
P4A13,Irrigated,25-03-2015,17,25.25,46.2311811019999
P4A13,Irrigated,25-03-2015,18,23.8203125,46.2224645189999
P4A13,Irrigated,25-03-2015,19,21.00390625,46.2108449509999
P4A13,Irrigated,25-03-2015,20,18.54296875,46.1837338979999
P4A13,Irrigated,25-03-2015,21,16.69140625,46.1730794489999
P4A13,Irrigated,25-03-2015,22,16.3125,46.1769551809999
P4A13,Irrigated,25-03-2015,23,15.94140625,46.1817960319999
P4A13,Irrigated,26-03-2015,0,15.69140625,46.1934155999999
P4A13,Irrigated,26-03-2015,1,16.0859375,46.2031011159999
P4A13,Irrigated,26-03-2015,2,16.40234375,46.2195615349999
P4A13,Irrigated,26-03-2015,3,16.58203125,46.2302121699999
P4A13,Irrigated,26-03-2015,4,16.6328125,46.2398976859999
P4A13,Irrigated,26-03-2015,5,16.453125,46.2466725879999
P4A13,Irrigated,26-03-2015,6,16.78125,46.2602300219999
P4A13,Irrigated,26-03-2015,7,16.19140625,46.2728185229999
P4A13,Irrigated,26-03-2015,8,17.14453125,46.2825040389999
P4A13,Irrigated,26-03-2015,9,17.51171875,46.2815351059999
P4A13,Irrigated,26-03-2015,10,18.52734375,46.2844380909999
P4A13,Irrigated,26-03-2015,11,22.703125,46.2912168079999
P4A13,Irrigated,26-03-2015,12,28.88671875,46.2960614739999
P4A13,Irrigated,26-03-2015,13,24.09375,46.2960614739999
P4A13,Irrigated,26-03-2015,14,27.23828125,46.2825040399999
P4A13,Irrigated,26-03-2015,15,26.109375,46.2747563899999
P4A13,Irrigated,26-03-2015,16,29.125,46.2718495909999
P4A13,Irrigated,26-03-2015,17,24.00390625,46.2805661739999
P4A13,Irrigated,26-03-2015,18,28.6171875,46.2815351069999
P4A13,Irrigated,26-03-2015,19,22.33984375,46.2573270379999
P4A13,Irrigated,26-03-2015,20,19.51953125,46.2544202389999
P4A13,Irrigated,26-03-2015,21,17.7890625,46.2447385369999
P4A13,Irrigated,26-03-2015,22,17.51953125,46.2437696039999
P4A13,Irrigated,26-03-2015,23,15.98046875,46.2447385369999
P4A13,Irrigated,27-03-2015,0,15.69140625,46.2447385369999
P4A13,Irrigated,27-03-2015,1,14.8203125,46.2524861869999
P4A13,Irrigated,27-03-2015,2,14.125,46.2563581049999
